osmid,city,osmname,surface,osmwikipedia,osmlink,category,mendicants,lat,lon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
52430153,Roma,Basilica di Santa Maria del Popolo,2794.175008,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_del_Popolo,http://www.openstreetmap.org/way/52430153,parish,,41.91146707,12.47664131,x,x,x,x,x,x,x,x,x,x,x,x,x,,
52430153,Roma,Basilica di Santa Maria del Popolo,year,,,parish,,,,1100,1120,1231,1250,,,,,,,,,,,
52430153,Roma,Basilica di Santa Maria del Popolo,surface,,,parish,,,,0,1900,0,2300,,,,,,,,,,,
52430153,Roma,Basilica di Santa Maria del Popolo,height,,,parish,,,,23,23,24,24,,,,,,,,,,,
52430153,Roma,Basilica di Santa Maria del Popolo,m3,,,parish,,,,,,,,,,,,,,,,,,
52430153,Roma,Basilica di Santa Maria del Popolo,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1576101,Roma,Santo Stefano Rotondo,2845.782934,it.wikipedia.org/wiki/Basilica_di_Santo_Stefano_Rotondo_al_Celio,http://www.openstreetmap.org/relation/1576101,conventual,0,41.8847245,12.49674432,x,x,x,x,x,x,x,x,x,x,x,x,x,,
1576101,Roma,Santo Stefano Rotondo,year,,,conventual,0,,,450,500,1130,1143,,,,,,,,,,,
1576101,Roma,Santo Stefano Rotondo,surface,,,conventual,0,,,0,2300,0,2900,,,,,,,,,,,
1576101,Roma,Santo Stefano Rotondo,height,,,conventual,0,,,25,25,27,27,,,,,,,,,,,
1576101,Roma,Santo Stefano Rotondo,m3,,,conventual,0,,,,,,,,,,,,,,,,,
1576101,Roma,Santo Stefano Rotondo,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
25640152,Roma,Santa Maria in Aracoeli,3137.036952,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_in_Aracoeli,http://www.openstreetmap.org/way/25640152,conventual,0,41.8939477,12.48316389,x,x,x,x,x,x,x,x,x,x,x,x,x,,
25640152,Roma,Santa Maria in Aracoeli,year,,,conventual,0,,,525,550,1143,1150,1250,1275,,,,,,,,,
25640152,Roma,Santa Maria in Aracoeli,surface,,,conventual,0,,,0,1700,0,2000,0,2500,,,,,,,,,
25640152,Roma,Santa Maria in Aracoeli,height,,,conventual,0,,,21,21,23,23,25,25,,,,,,,,,
25640152,Roma,Santa Maria in Aracoeli,m3,,,conventual,0,,,,,,,,,,,,,,,,,
25640152,Roma,Santa Maria in Aracoeli,guestimate,,,conventual,0,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
25400176,Roma,Basilica di Santa Maria sopra Minerva,3771.164838,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_sopra_Minerva,http://www.openstreetmap.org/way/25400176,conventual,1,41.89798901,12.47834448,x,x,x,x,x,x,x,x,x,x,x,x,x,,
25400176,Roma,Basilica di Santa Maria sopra Minerva,year,,,conventual,1,,,1280,1453,,,,,,,,,,,,,
25400176,Roma,Basilica di Santa Maria sopra Minerva,surface,,,conventual,1,,,0,3800,,,,,,,,,,,,,
25400176,Roma,Basilica di Santa Maria sopra Minerva,height,,,conventual,1,,,30,30,,,,,,,,,,,,,
25400176,Roma,Basilica di Santa Maria sopra Minerva,m3,,,conventual,1,,,,,,,,,,,,,,,,,
25400176,Roma,Basilica di Santa Maria sopra Minerva,guestimate,,,conventual,1,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
24154105,Roma,Basilica di Santa Croce in Gerusalemme,2000,it.wikipedia.org/wiki/Basilica_di_Santa_Croce_in_Gerusalemme,http://www.openstreetmap.org/way/24154105,parish,,41.8881091,12.51589739,x,x,x,x,x,x,x,x,x,x,x,x,x,,
24154105,Roma,Basilica di Santa Croce in Gerusalemme,year,,,parish,,,,330,350,1100,1200,,,,,,,,,,,
24154105,Roma,Basilica di Santa Croce in Gerusalemme,surface,,,parish,,,,0,1700,0,2000,,,,,,,,,,,
24154105,Roma,Basilica di Santa Croce in Gerusalemme,height,,,parish,,,,21,21,23,23,,,,,,,,,,,
24154105,Roma,Basilica di Santa Croce in Gerusalemme,m3,,,parish,,,,,,,,,,,,,,,,,,
24154105,Roma,Basilica di Santa Croce in Gerusalemme,guestimate,,,parish,,,,0,0,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
131564482,Roma,Basilica di Santa Maria Maggiore,7030.438044,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_Maggiore,http://www.openstreetmap.org/way/131564482,parish,,41.89759347,12.49845407,x,x,x,x,x,x,x,x,x,x,x,x,x,,
131564482,Roma,Basilica di Santa Maria Maggiore,year,,,parish,,,,400,450,1145,1192,,,,,,,,,,,
131564482,Roma,Basilica di Santa Maria Maggiore,surface,,,parish,,,,0,3100,0,3100,,,,,,,,,,,
131564482,Roma,Basilica di Santa Maria Maggiore,height,,,parish,,,,28,28,28,28,,,,,,,,,,,
131564482,Roma,Basilica di Santa Maria Maggiore,m3,,,parish,,,,,,,,,,,,,,,,,,
131564482,Roma,Basilica di Santa Maria Maggiore,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
23370510,Roma,Basilica di San Paolo fuori le mura,11059.88218,de.wikipedia.org/wiki/Sankt_Paul_vor_den_Mauern,http://www.openstreetmap.org/way/23370510,parish,,41.85868983,12.47683893,x,x,x,x,x,x,x,x,x,x,x,x,x,,
23370510,Roma,Basilica di San Paolo fuori le mura,year,,,parish,,,,300,320,386,395,,,,,,,,,,,
23370510,Roma,Basilica di San Paolo fuori le mura,surface,,,parish,,,,0,750,,7800,,,,,,,,,,,
23370510,Roma,Basilica di San Paolo fuori le mura,height,,,parish,,,,15,15,41,41,,,,,,,,,,,
23370510,Roma,Basilica di San Paolo fuori le mura,m3,,,parish,,,,,,,,,,,,,,,,,,
23370510,Roma,Basilica di San Paolo fuori le mura,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
36444,Roma,Basilica di San Giovanni in Laterano,13134.16828,it.wikipedia.org/wiki/Basilica_di_San_Giovanni_in_Laterano,http://www.openstreetmap.org/relation/36444,cathedral,,41.8854806,12.50566819,x,x,x,x,x,x,x,x,x,x,x,x,x,,
36444,Roma,Basilica di San Giovanni in Laterano,year,,,cathedral,,,,400,500,896,920,1308,1320,,,,,,,,,
36444,Roma,Basilica di San Giovanni in Laterano,surface,,,cathedral,,,,0,6000,0,6000,0,6000,,,,,,,,,
36444,Roma,Basilica di San Giovanni in Laterano,height,,,cathedral,,,,36,36,36,36,36,36,,,,,,,,,
36444,Roma,Basilica di San Giovanni in Laterano,m3,,,cathedral,,,,,,,,,,,,,,,,,,
36444,Roma,Basilica di San Giovanni in Laterano,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2754121,Roma,Basilica Sancti Petri,22000.97866,en.wikipedia.org/wiki/St._Peter's_Basilica,http://www.openstreetmap.org/relation/2754121,cathedral,,41.90215364,12.45374037,x,x,x,x,x,x,x,x,x,x,x,x,x,,
2754121,Roma,Basilica Sancti Petri,year,,,cathedral,,,,319,354,,,,,,,,,,,,,
2754121,Roma,Basilica Sancti Petri,surface,,,cathedral,,,,0,7100,,,,,,,,,,,,,
2754121,Roma,Basilica Sancti Petri,height,,,cathedral,,,,39,39,,,,,,,,,,,,,
2754121,Roma,Basilica Sancti Petri,m3,,,cathedral,,,,,,,,,,,,,,,,,,
2754121,Roma,Basilica Sancti Petri,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
297526685,Rossano,Cattedrale di Maria Santissima Achiropita,2844.102913,it.wikipedia.org/wiki/Cattedrale_di_Maria_Santissima_Achiropita,http://www.openstreetmap.org/way/297526685,cathedral,,39.57503507,16.63555386,x,x,x,x,x,x,x,x,x,x,x,x,x,,
297526685,Rossano,Cattedrale di Maria Santissima Achiropita,year,,,cathedral,,,,1000,1100,,,,,,,,,,,,,
297526685,Rossano,Cattedrale di Maria Santissima Achiropita,surface,,,cathedral,,,,0,2300,,,,,,,,,,,,,
297526685,Rossano,Cattedrale di Maria Santissima Achiropita,height,,,cathedral,,,,24,24,,,,,,,,,,,,,
297526685,Rossano,Cattedrale di Maria Santissima Achiropita,m3,,,cathedral,,,,,,,,,,,,,,,,,,
297526685,Rossano,Cattedrale di Maria Santissima Achiropita,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
42375930,Rovereto,Chiesa di San Marco,1180.681419,https://it.wikipedia.org/wiki/Chiesa_arcipretale_di_San_Marco,http://www.openstreetmap.org/way/42375930,parish,,45.88860748,11.04579083,x,x,x,x,x,x,x,x,x,x,x,x,x,,
42375930,Rovereto,Chiesa di San Marco,year,,,parish,,,,1458,1492,,,,,,,,,,,,,
42375930,Rovereto,Chiesa di San Marco,surface,,,parish,,,,0,1000,,,,,,,,,,,,,
42375930,Rovereto,Chiesa di San Marco,height,,,parish,,,,17,17,,,,,,,,,,,,,
42375930,Rovereto,Chiesa di San Marco,m3,,,parish,,,,,,,,,,,,,,,,,,
42375930,Rovereto,Chiesa di San Marco,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
138797081,Rovigo,Chiesa dei Santi Francesco e Giustina,1427.622394,it.wikipedia.org/wiki/Chiesa_dei_Santi_Francesco_e_Giustina,http://www.openstreetmap.org/way/138797081,parish,,45.07094152,11.79397507,x,x,x,x,x,x,x,x,x,x,x,x,x,,
138797081,Rovigo,Chiesa dei Santi Francesco e Giustina,year,,,parish,,,,1297,1300,1413,1420,,,,,,,,,,,
138797081,Rovigo,Chiesa dei Santi Francesco e Giustina,surface,,,parish,,,,0,1000,,200,,,,,,,,,,,
138797081,Rovigo,Chiesa dei Santi Francesco e Giustina,height,,,parish,,,,18,18,18,18,,,,,,,,,,,
138797081,Rovigo,Chiesa dei Santi Francesco e Giustina,m3,,,parish,,,,,,,,,,,,,,,,,,
138797081,Rovigo,Chiesa dei Santi Francesco e Giustina,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
138806296,Rovigo,Duomo di Rovigo,1844.970439,it.wikipedia.org/wiki/Duomo_di_Rovigo,http://www.openstreetmap.org/way/138806296,cathedral,,45.06941753,11.78923272,x,x,x,x,x,x,x,x,x,x,x,x,x,,
138806296,Rovigo,Duomo di Rovigo,year,,,cathedral,,,,920,950,1067,1073,1450,1461,,,,,,,,,
138806296,Rovigo,Duomo di Rovigo,surface,,,cathedral,,,,0,1100,0,1300,0,1500,,,,,,,,,
138806296,Rovigo,Duomo di Rovigo,height,,,cathedral,,,,18,18,19,19,20,20,,,,,,,,,
138806296,Rovigo,Duomo di Rovigo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
138806296,Rovigo,Duomo di Rovigo,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
409139668,Ruvo,Concattedrale San Michele Arcangelo,1815.903602,https://it.wikipedia.org/wiki/Chiesa_di_San_Michele_Arcangelo_(Ruvo_di_Puglia),http://www.openstreetmap.org/way/409139668,conventual,1,41.13007966,16.54179964,x,x,x,x,x,x,x,x,x,x,x,x,x,,
409139668,Ruvo,Concattedrale San Michele Arcangelo,year,,,conventual,1,,,1220,1250,,,,,,,,,,,,,
409139668,Ruvo,Concattedrale San Michele Arcangelo,surface,,,conventual,1,,,0,1500,,,,,,,,,,,,,
409139668,Ruvo,Concattedrale San Michele Arcangelo,height,,,conventual,1,,,20,20,,,,,,,,,,,,,
409139668,Ruvo,Concattedrale San Michele Arcangelo,m3,,,conventual,1,,,,,,,,,,,,,,,,,
409139668,Ruvo,Concattedrale San Michele Arcangelo,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
275036771,Salerno,Chiesa di San Benedetto,1003.403376,it.wikipedia.org/wiki/Chiesa_di_San_Benedetto_(Salerno),http://www.openstreetmap.org/way/275036771,conventual,0,40.67935729,14.7626006,x,x,x,x,x,x,x,x,x,x,x,x,x,,
275036771,Salerno,Chiesa di San Benedetto,year,,,conventual,0,,,793,820,885,900,,,,,,,,,,,
275036771,Salerno,Chiesa di San Benedetto,surface,,,conventual,0,,,0,800,0,900,,,,,,,,,,,
275036771,Salerno,Chiesa di San Benedetto,height,,,conventual,0,,,16,16,17,17,,,,,,,,,,,
275036771,Salerno,Chiesa di San Benedetto,m3,,,conventual,0,,,,,,,,,,,,,,,,,
275036771,Salerno,Chiesa di San Benedetto,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
93662475,Salerno,Cattedrale di Salerno,4990.793073,it.wikipedia.org/wiki/Cattedrale_di_Salerno,http://www.openstreetmap.org/way/93662475,cathedral,,40.68008601,14.76011656,x,x,x,x,x,x,x,x,x,x,x,x,x,,
93662475,Salerno,Cattedrale di Salerno,year,,,cathedral,,,,500,700,1076,1085,,,,,,,,,,,
93662475,Salerno,Cattedrale di Salerno,surface,,,cathedral,,,,0,2600,0,3200,,,,,,,,,,,
93662475,Salerno,Cattedrale di Salerno,height,,,cathedral,,,,26,26,28,28,,,,,,,,,,,
93662475,Salerno,Cattedrale di Salerno,m3,,,cathedral,,,,,,,,,,,,,,,,,,
93662475,Salerno,Cattedrale di Salerno,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
77029440,Salerno,Convento di San Francesco e Sant'Antonio,6591.100714,https://it.wikipedia.org/wiki/Santuario_francescano_di_San_Francesco_e_Sant%27Antonio,http://www.openstreetmap.org/way/77029440,conventual,1,40.69578333,14.70916909,x,x,x,x,x,x,x,x,x,x,x,x,x,,
77029440,Salerno,Convento di San Francesco e Sant'Antonio,year,,,conventual,1,,,1492,1500,,,,,,,,,,,,,
77029440,Salerno,Convento di San Francesco e Sant'Antonio,surface,,,conventual,1,,,0,1800,,,,,,,,,,,,,
77029440,Salerno,Convento di San Francesco e Sant'Antonio,height,,,conventual,1,,,22,22,,,,,,,,,,,,,
77029440,Salerno,Convento di San Francesco e Sant'Antonio,m3,,,conventual,1,,,,,,,,,,,,,,,,,
77029440,Salerno,Convento di San Francesco e Sant'Antonio,guestimate,,,conventual,1,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
294495607,Saluzzo,Chiesa di San Giovanni,1164.993245,it.wikipedia.org/wiki/Chiesa_di_San_Giovanni_(Saluzzo),http://www.openstreetmap.org/way/294495607,conventual,1,44.64380393,7.488073499,x,x,x,x,x,x,x,x,x,x,x,x,x,,
294495607,Saluzzo,Chiesa di San Giovanni,year,,,conventual,1,,,1280,1300,1360,1400,,,,,,,,,,,
294495607,Saluzzo,Chiesa di San Giovanni,surface,,,conventual,1,,,0,1000,0,1200,,,,,,,,,,,
294495607,Saluzzo,Chiesa di San Giovanni,height,,,conventual,1,,,17,17,19,19,,,,,,,,,,,
294495607,Saluzzo,Chiesa di San Giovanni,m3,,,conventual,1,,,,,,,,,,,,,,,,,
294495607,Saluzzo,Chiesa di San Giovanni,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
274874951,Saluzzo,Cattedrale di Santa Maria Assunta,3067.624737,it.wikipedia.org/wiki/Duomo_di_Saluzzo,http://www.openstreetmap.org/way/274874951,cathedral,,44.64486196,7.493203537,x,x,x,x,x,x,x,x,x,x,x,x,x,,
274874951,Saluzzo,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,1491,1501,,,,,,,,,,,,,
274874951,Saluzzo,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,3100,,,,,,,,,,,,,
274874951,Saluzzo,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,28,28,,,,,,,,,,,,,
274874951,Saluzzo,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
274874951,Saluzzo,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
116084407,San Gimignano,Collegiata di Santa Maria Assunta,1104.483887,it.wikipedia.org/wiki/Collegiata_di_Santa_Maria_Assunta_(San_Gimignano),http://www.openstreetmap.org/way/116084407,parish,,43.46783403,11.04264746,x,x,x,x,x,x,x,x,x,x,x,x,x,,
116084407,San Gimignano,Collegiata di Santa Maria Assunta,year,,,parish,,,,900,1000,1100,1300,,,,,,,,,,,
116084407,San Gimignano,Collegiata di Santa Maria Assunta,surface,,,parish,,,,0,900,0,1100,,,,,,,,,,,
116084407,San Gimignano,Collegiata di Santa Maria Assunta,height,,,parish,,,,17,17,18,18,,,,,,,,,,,
116084407,San Gimignano,Collegiata di Santa Maria Assunta,m3,,,parish,,,,,,,,,,,,,,,,,,
116084407,San Gimignano,Collegiata di Santa Maria Assunta,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
165386219,San Gimignano,Pieve di Santa Maria Assunta a Cellole,1161.208242,it.wikipedia.org/wiki/Pieve_di_Santa_Maria_Assunta_a_Cellole,http://www.openstreetmap.org/way/165386219,parish,,43.48487303,11.00613152,x,x,x,x,x,x,x,x,x,x,x,x,x,,
165386219,San Gimignano,Pieve di Santa Maria Assunta a Cellole,year,,,parish,,,,1000,1100,1101,1200,1201,1238,,,,,,,,,
165386219,San Gimignano,Pieve di Santa Maria Assunta a Cellole,surface,,,parish,,,,0,900,0,1000,0,1200,,,,,,,,,
165386219,San Gimignano,Pieve di Santa Maria Assunta a Cellole,height,,,parish,,,,16,16,17,17,19,19,,,,,,,,,
165386219,San Gimignano,Pieve di Santa Maria Assunta a Cellole,m3,,,parish,,,,,,,,,,,,,,,,,,
165386219,San Gimignano,Pieve di Santa Maria Assunta a Cellole,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
404759154,San Severo,Cattedrale di Santa Maria Assunta,1205.074369,it.wikipedia.org/wiki/Cattedrale_di_Santa_Maria_Assunta_(San_Severo),http://www.openstreetmap.org/way/404759154,cathedral,,41.68512626,15.38079197,x,x,x,x,x,x,x,x,x,x,x,x,x,,
404759154,San Severo,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,1180,1200,,,,,,,,,,,,,
404759154,San Severo,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,1000,,,,,,,,,,,,,
404759154,San Severo,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,17,17,,,,,,,,,,,,,
404759154,San Severo,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
404759154,San Severo,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
218492750,Sassari,Chiesa di San Pietro di Silki,1096.70103,it.wikipedia.org/wiki/Chiesa_di_San_Pietro_di_Silki,http://www.openstreetmap.org/way/218492750,conventual,0,40.71866271,8.55012393,x,x,x,x,x,x,x,x,x,x,x,x,x,,
218492750,Sassari,Chiesa di San Pietro di Silki,year,,,conventual,0,,,1065,1082,1200,1300,,,,,,,,,,,
218492750,Sassari,Chiesa di San Pietro di Silki,surface,,,conventual,0,,,0,800,0,900,,,,,,,,,,,
218492750,Sassari,Chiesa di San Pietro di Silki,height,,,conventual,0,,,16,16,17,17,,,,,,,,,,,
218492750,Sassari,Chiesa di San Pietro di Silki,m3,,,conventual,0,,,,,,,,,,,,,,,,,
218492750,Sassari,Chiesa di San Pietro di Silki,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
285990663,Sassari,Cattedrale di San Nicola,1717.578302,it.wikipedia.org/wiki/Cattedrale_di_San_Nicola_(Sassari),http://www.openstreetmap.org/way/285990663,cathedral,,40.72672463,8.558452198,x,x,x,x,x,x,x,x,x,x,x,x,x,,
285990663,Sassari,Cattedrale di San Nicola,year,,,cathedral,,,,500,600,1100,1200,,,,,,,,,,,
285990663,Sassari,Cattedrale di San Nicola,surface,,,cathedral,,,,0,1200,0,1400,,,,,,,,,,,
285990663,Sassari,Cattedrale di San Nicola,height,,,cathedral,,,,18,18,20,20,,,,,,,,,,,
285990663,Sassari,Cattedrale di San Nicola,m3,,,cathedral,,,,,,,,,,,,,,,,,,
285990663,Sassari,Cattedrale di San Nicola,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
215554599,Sassari,Chiesa di Santa Maria di Betlem,1717.855753,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_di_Betlem_(Sassari),http://www.openstreetmap.org/way/215554599,conventual,0,40.72633735,8.554165885,x,x,x,x,x,x,x,x,x,x,x,x,x,,
215554599,Sassari,Chiesa di Santa Maria di Betlem,year,,,conventual,0,,,1000,1100,1270,1280,1440,1465,,,,,,,,,
215554599,Sassari,Chiesa di Santa Maria di Betlem,surface,,,conventual,0,,,0,1300,0,1000,,500,,,,,,,,,
215554599,Sassari,Chiesa di Santa Maria di Betlem,height,,,conventual,0,,,19,19,20,20,20,20,,,,,,,,,
215554599,Sassari,Chiesa di Santa Maria di Betlem,m3,,,conventual,0,,,,,,,,,,,,,,,,,
215554599,Sassari,Chiesa di Santa Maria di Betlem,guestimate,,,conventual,0,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
369627075,Savona,Chiesa di San Francesco da Paola,1733.621864,it.wikipedia.org/wiki/Chiesa_di_San_Francesco_da_Paola_(Savona),http://www.openstreetmap.org/way/369627075,parish,,44.31449845,8.475945348,x,x,x,x,x,x,x,x,x,x,x,x,x,,
369627075,Savona,Chiesa di San Francesco da Paola,year,,,parish,,,,1200,1300,,,,,,,,,,,,,
369627075,Savona,Chiesa di San Francesco da Paola,surface,,,parish,,,,0,1200,,,,,,,,,,,,,
369627075,Savona,Chiesa di San Francesco da Paola,height,,,parish,,,,18,18,,,,,,,,,,,,,
369627075,Savona,Chiesa di San Francesco da Paola,m3,,,parish,,,,,,,,,,,,,,,,,,
369627075,Savona,Chiesa di San Francesco da Paola,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
5521021,Savona,Duomo di Savona,1939.562981,it.wikipedia.org/wiki/Cattedrale_dell'Assunta_(Savona),http://www.openstreetmap.org/relation/5521021,cathedral,,44.30750384,8.482241219,x,x,x,x,x,x,x,x,x,x,x,x,x,,
5521021,Savona,Duomo di Savona,year,,,cathedral,,,,800,900,,,,,,,,,,,,,
5521021,Savona,Duomo di Savona,surface,,,cathedral,,,,0,1600,,,,,,,,,,,,,
5521021,Savona,Duomo di Savona,height,,,cathedral,,,,21,21,,,,,,,,,,,,,
5521021,Savona,Duomo di Savona,m3,,,cathedral,,,,,,,,,,,,,,,,,,
5521021,Savona,Duomo di Savona,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
248645089,Sciacca,Chiesa Madre di Maria SS del Soccorso,1655.7519,https://it.wikipedia.org/wiki/Basilica_di_Maria_Santissima_del_Soccorso,http://www.openstreetmap.org/way/248645089,parish,,37.50641976,13.08409194,x,x,x,x,x,x,x,x,x,x,x,x,x,,
248645089,Sciacca,Chiesa Madre di Maria SS del Soccorso,year,,,parish,,,,700,900,1108,1400,,,,,,,,,,,
248645089,Sciacca,Chiesa Madre di Maria SS del Soccorso,surface,,,parish,,,,0,1200,0,1400,,,,,,,,,,,
248645089,Sciacca,Chiesa Madre di Maria SS del Soccorso,height,,,parish,,,,18,18,20,20,,,,,,,,,,,
248645089,Sciacca,Chiesa Madre di Maria SS del Soccorso,m3,,,parish,,,,,,,,,,,,,,,,,,
248645089,Sciacca,Chiesa Madre di Maria SS del Soccorso,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
265815045,Scicli,Chiesa di San Matteo,1074.305292,https://it.wikipedia.org/wiki/Chiesa_di_San_Matteo_(Scicli),http://www.openstreetmap.org/way/265815045,parish,,36.7925946,14.70877481,x,x,x,x,x,x,x,x,x,x,x,x,x,,
265815045,Scicli,Chiesa di San Matteo,year,,,parish,,,,1100,1200,,,,,,,,,,,,,
265815045,Scicli,Chiesa di San Matteo,surface,,,parish,,,,0,900,,,,,,,,,,,,,
265815045,Scicli,Chiesa di San Matteo,height,,,parish,,,,17,17,,,,,,,,,,,,,
265815045,Scicli,Chiesa di San Matteo,m3,,,parish,,,,,,,,,,,,,,,,,,
265815045,Scicli,Chiesa di San Matteo,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
366209549,Siena,Basilica dell'Osservanza,1331.939487,it.wikipedia.org/wiki/Basilica_dell'Osservanza,http://www.openstreetmap.org/way/366209549,conventual,1,43.33330913,11.33954157,x,x,x,x,x,x,x,x,x,x,x,x,x,,
366209549,Siena,Basilica dell'Osservanza,year,,,conventual,1,,,1476,1490,,,,,,,,,,,,,
366209549,Siena,Basilica dell'Osservanza,surface,,,conventual,1,,,0,1100,,,,,,,,,,,,,
366209549,Siena,Basilica dell'Osservanza,height,,,conventual,1,,,18,18,,,,,,,,,,,,,
366209549,Siena,Basilica dell'Osservanza,m3,,,conventual,1,,,,,,,,,,,,,,,,,
366209549,Siena,Basilica dell'Osservanza,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
47191910,Siena,Basilica di San Clemente ai Servi di Maria,1481.34164,it.wikipedia.org/wiki/Basilica_di_San_Clemente_in_Santa_Maria_dei_Servi,http://www.openstreetmap.org/way/47191910,conventual,1,43.31512254,11.33827978,x,x,x,x,x,x,x,x,x,x,x,x,x,,
47191910,Siena,Basilica di San Clemente ai Servi di Maria,year,,,conventual,1,,,1234,1250,1362,1537,,,,,,,,,,,
47191910,Siena,Basilica di San Clemente ai Servi di Maria,surface,,,conventual,1,,,0,800,,700,,,,,,,,,,,
47191910,Siena,Basilica di San Clemente ai Servi di Maria,height,,,conventual,1,,,20,20,20,20,,,,,,,,,,,
47191910,Siena,Basilica di San Clemente ai Servi di Maria,m3,,,conventual,1,,,,,,,,,,,,,,,,,
47191910,Siena,Basilica di San Clemente ai Servi di Maria,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
47812173,Siena,Chiesa di Sant'Agostino,1621.118081,it.wikipedia.org/wiki/Chiesa_di_Sant'Agostino_(Siena),http://www.openstreetmap.org/way/47812173,parish,,43.31468596,11.33172048,x,x,x,x,x,x,x,x,x,x,x,x,x,,
47812173,Siena,Chiesa di Sant'Agostino,year,,,parish,,,,1100,1150,1258,1303,1450,1490,,,,,,,,,
47812173,Siena,Chiesa di Sant'Agostino,surface,,,parish,,,,0,1200,0,1400,,200,,,,,,,,,
47812173,Siena,Chiesa di Sant'Agostino,height,,,parish,,,,17,17,19,19,19,19,,,,,,,,,
47812173,Siena,Chiesa di Sant'Agostino,m3,,,parish,,,,,,,,,,,,,,,,,,
