osmid,city,osmname,surface,osmwikipedia,osmlink,category,mendicants,lat,lon,,,,,,,,,,,,,,,
47812173,Siena,Chiesa di Sant'Agostino,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
28396159,Siena,Basilica Cateriniana di San Domenico,3010.815097,en.wikipedia.org/wiki/Basilica_of_San_Domenico_(Siena),http://www.openstreetmap.org/way/28396159,conventual,1,43.3198185,11.32678066,x,x,x,x,x,x,x,x,x,x,x,x,x,,
28396159,Siena,Basilica Cateriniana di San Domenico,year,,,conventual,1,,,1226,1265,1417,1420,1490,1517,,,,,,,,,
28396159,Siena,Basilica Cateriniana di San Domenico,surface,,,conventual,1,,,0,2000,,500,,500,,,,,,,,,
28396159,Siena,Basilica Cateriniana di San Domenico,height,,,conventual,1,,,27,27,27,27,27,27,,,,,,,,,
28396159,Siena,Basilica Cateriniana di San Domenico,m3,,,conventual,1,,,,,,,,,,,,,,,,,
28396159,Siena,Basilica Cateriniana di San Domenico,guestimate,,,conventual,1,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
45779387,Siena,Basilica di San Francesco,3413.571312,it.wikipedia.org/wiki/Basilica_di_San_Francesco_(Siena),http://www.openstreetmap.org/way/45779387,conventual,1,43.32249394,11.33475459,x,x,x,x,x,x,x,x,x,x,x,x,x,,
45779387,Siena,Basilica di San Francesco,year,,,conventual,1,,,1228,1255,,,,,,,,,,,,,
45779387,Siena,Basilica di San Francesco,surface,,,conventual,1,,,0,2700,,,,,,,,,,,,,
45779387,Siena,Basilica di San Francesco,height,,,conventual,1,,,26,26,,,,,,,,,,,,,
45779387,Siena,Basilica di San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
45779387,Siena,Basilica di San Francesco,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
546017,Siena,Cattedrale di Santa Maria Assunta,3452.619054,it.wikipedia.org/wiki/Duomo_di_Siena,http://www.openstreetmap.org/relation/546017,cathedral,,43.31780852,11.32900811,x,x,x,x,x,x,x,x,x,x,x,x,x,,
546017,Siena,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,800,900,1196,1263,1270,1339,1360,1370,,,,,,,
546017,Siena,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,2200,0,2600,,900,,200,,,,,,,
546017,Siena,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,24,24,29,29,29,29,29,29,,,,,,,
546017,Siena,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
546017,Siena,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
306264519,Siracusa (Sirkusa),Chiesa di Santa Lucia al Sepolcro,1134.473485,it.wikipedia.org/wiki/Chiesa_di_Santa_Lucia_al_Sepolcro,http://www.openstreetmap.org/way/306264519,parish,,37.07306306,15.29117202,x,x,x,x,x,x,x,x,x,x,x,x,x,,
306264519,Siracusa (Sirkusa),Chiesa di Santa Lucia al Sepolcro,year,,,parish,,,,700,800,1080,1100,,,,,,,,,,,
306264519,Siracusa (Sirkusa),Chiesa di Santa Lucia al Sepolcro,surface,,,parish,,,,0,800,0,900,,,,,,,,,,,
306264519,Siracusa (Sirkusa),Chiesa di Santa Lucia al Sepolcro,height,,,parish,,,,16,16,17,17,,,,,,,,,,,
306264519,Siracusa (Sirkusa),Chiesa di Santa Lucia al Sepolcro,m3,,,parish,,,,,,,,,,,,,,,,,,
306264519,Siracusa (Sirkusa),Chiesa di Santa Lucia al Sepolcro,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
44683104,Siracusa (Sirkusa),Cattedrale Natività di Maria Santissima,2196.641868,it.wikipedia.org/wiki/Duomo_di_Siracusa,http://www.openstreetmap.org/way/44683104,cathedral,,37.05959415,15.29380763,x,x,x,x,x,x,x,x,x,x,x,x,x,,
44683104,Siracusa (Sirkusa),Cattedrale Natività di Maria Santissima,year,,,cathedral,,,,700,800,1095,1120,,,,,,,,,,,
44683104,Siracusa (Sirkusa),Cattedrale Natività di Maria Santissima,surface,,,cathedral,,,,0,1700,0,2000,,,,,,,,,,,
44683104,Siracusa (Sirkusa),Cattedrale Natività di Maria Santissima,height,,,cathedral,,,,21,21,23,23,,,,,,,,,,,
44683104,Siracusa (Sirkusa),Cattedrale Natività di Maria Santissima,m3,,,cathedral,,,,,,,,,,,,,,,,,,
44683104,Siracusa (Sirkusa),Cattedrale Natività di Maria Santissima,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
384720565,Sora,Abbazia di San Domenico,1029.604467,it.wikipedia.org/wiki/Abbazia_di_San_Domenico,http://www.openstreetmap.org/way/384720565,conventual,0,41.69691078,13.57997203,x,x,x,x,x,x,x,x,x,x,x,x,x,,
384720565,Sora,Abbazia di San Domenico,year,,,conventual,0,,,1011,1020,,,,,,,,,,,,,
384720565,Sora,Abbazia di San Domenico,surface,,,conventual,0,,,0,1000,,,,,,,,,,,,,
384720565,Sora,Abbazia di San Domenico,height,,,conventual,0,,,17,17,,,,,,,,,,,,,
384720565,Sora,Abbazia di San Domenico,m3,,,conventual,0,,,,,,,,,,,,,,,,,
384720565,Sora,Abbazia di San Domenico,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
166104160,Spoleto,Chiesa di San Nicolò,1139.231575,it.wikipedia.org/wiki/Complesso_monumentale_di_San_Nicolò,http://www.openstreetmap.org/way/166104160,parish,,42.7372259,12.73719999,x,x,x,x,x,x,x,x,x,x,x,x,x,,
166104160,Spoleto,Chiesa di San Nicolò,year,,,parish,,,,400,500,900,1000,1304,1400,,,,,,,,,
166104160,Spoleto,Chiesa di San Nicolò,surface,,,parish,,,,0,800,0,900,0,1100,,,,,,,,,
166104160,Spoleto,Chiesa di San Nicolò,height,,,parish,,,,16,16,17,17,18,18,,,,,,,,,
166104160,Spoleto,Chiesa di San Nicolò,m3,,,parish,,,,,,,,,,,,,,,,,,
166104160,Spoleto,Chiesa di San Nicolò,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
127505742,Spoleto,San Pietro fuori le mura,1351.015552,it.wikipedia.org/wiki/Chiesa_di_San_Pietro_(Spoleto),http://www.openstreetmap.org/way/127505742,parish,,42.72685481,12.73790375,x,x,x,x,x,x,x,x,x,x,x,x,x,,
127505742,Spoleto,San Pietro fuori le mura,year,,,parish,,,,1080,1100,1330,1350,,,,,,,,,,,
127505742,Spoleto,San Pietro fuori le mura,surface,,,parish,,,,0,1200,0,1400,,,,,,,,,,,
127505742,Spoleto,San Pietro fuori le mura,height,,,parish,,,,18,18,20,20,,,,,,,,,,,
127505742,Spoleto,San Pietro fuori le mura,m3,,,parish,,,,,,,,,,,,,,,,,,
127505742,Spoleto,San Pietro fuori le mura,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
149675315,Spoleto,Cattedrale di Santa Maria Assunta,2396.665547,it.wikipedia.org/wiki/Duomo_di_Spoleto,http://www.openstreetmap.org/way/149675315,cathedral,,42.73526978,12.74037102,x,x,x,x,x,x,x,x,x,x,x,x,x,,
149675315,Spoleto,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,800,1000,1167,1200,,,,,,,,,,,
149675315,Spoleto,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,2000,0,2400,,,,,,,,,,,
149675315,Spoleto,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,23,23,25,25,,,,,,,,,,,
149675315,Spoleto,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
149675315,Spoleto,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
227783056,Sulmona,Cattedrale di San Panfilo,1928.401767,it.wikipedia.org/wiki/Cattedrale_di_San_Panfilo,http://www.openstreetmap.org/way/227783056,cathedral,,42.05395989,13.9204292,x,x,x,x,x,x,x,x,x,x,x,x,x,,
227783056,Sulmona,Cattedrale di San Panfilo,year,,,cathedral,,,,700,800,1075,1120,,,,,,,,,,,
227783056,Sulmona,Cattedrale di San Panfilo,surface,,,cathedral,,,,0,1400,0,1600,,,,,,,,,,,
227783056,Sulmona,Cattedrale di San Panfilo,height,,,cathedral,,,,19,19,21,21,,,,,,,,,,,
227783056,Sulmona,Cattedrale di San Panfilo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
227783056,Sulmona,Cattedrale di San Panfilo,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
380802307,Sulmona,Chiesa di Santa Maria della Tomba,2513.100646,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_della_Tomba,http://www.openstreetmap.org/way/380802307,parish,,42.04619643,13.92464745,x,x,x,x,x,x,x,x,x,x,x,x,x,,
380802307,Sulmona,Chiesa di Santa Maria della Tomba,year,,,parish,,,,1076,1400,,,,,,,,,,,,,
380802307,Sulmona,Chiesa di Santa Maria della Tomba,surface,,,parish,,,,0,2000,,,,,,,,,,,,,
380802307,Sulmona,Chiesa di Santa Maria della Tomba,height,,,parish,,,,23,23,,,,,,,,,,,,,
380802307,Sulmona,Chiesa di Santa Maria della Tomba,m3,,,parish,,,,,,,,,,,,,,,,,,
380802307,Sulmona,Chiesa di Santa Maria della Tomba,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
402628370,Taormina,Chiesa Santa Maria di Gesù (ex-convento Francescano),1327.595657,http://www.comune.taormina.me.it/la-citt/chiese/chiesa-dei-frati-francescani.aspx,http://www.openstreetmap.org/way/402628370,conventual,1,37.85141899,15.29405135,x,x,x,x,x,x,x,x,x,x,x,x,x,,
402628370,Taormina,Chiesa Santa Maria di Gesù (ex-convento Francescano),year,,,conventual,1,,,1221,1300,,,,,,,,,,,,,
402628370,Taormina,Chiesa Santa Maria di Gesù (ex-convento Francescano),surface,,,conventual,1,,,0,1300,,,,,,,,,,,,,
402628370,Taormina,Chiesa Santa Maria di Gesù (ex-convento Francescano),height,,,conventual,1,,,19,19,,,,,,,,,,,,,
402628370,Taormina,Chiesa Santa Maria di Gesù (ex-convento Francescano),m3,,,conventual,1,,,,,,,,,,,,,,,,,
402628370,Taormina,Chiesa Santa Maria di Gesù (ex-convento Francescano),guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
383705165,Taranto,Duomo di San Cataldo,1523.007097,it.wikipedia.org/wiki/Cattedrale_di_San_Cataldo,http://www.openstreetmap.org/way/383705165,cathedral,,40.47605638,17.22859257,x,x,x,x,x,x,x,x,x,x,x,x,x,,
383705165,Taranto,Duomo di San Cataldo,year,,,cathedral,,,,960,980,1071,1300,,,,,,,,,,,
383705165,Taranto,Duomo di San Cataldo,surface,,,cathedral,,,,0,1300,0,1500,,,,,,,,,,,
383705165,Taranto,Duomo di San Cataldo,height,,,cathedral,,,,19,19,20,20,,,,,,,,,,,
383705165,Taranto,Duomo di San Cataldo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
383705165,Taranto,Duomo di San Cataldo,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
242088513,Teramo,Chiesa di San Domenico,1008.311901,it.wikipedia.org/wiki/Chiesa_di_San_Domenico_(Teramo),http://www.openstreetmap.org/way/242088513,conventual,1,42.65705116,13.70089525,x,x,x,x,x,x,x,x,x,x,x,x,x,,
242088513,Teramo,Chiesa di San Domenico,year,,,conventual,1,,,1290,1320,,,,,,,,,,,,,
242088513,Teramo,Chiesa di San Domenico,surface,,,conventual,1,,,0,1000,,,,,,,,,,,,,
242088513,Teramo,Chiesa di San Domenico,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
242088513,Teramo,Chiesa di San Domenico,m3,,,conventual,1,,,,,,,,,,,,,,,,,
242088513,Teramo,Chiesa di San Domenico,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
122705551,Teramo,Santuario Madonna delle Grazie,1188.303563,it.wikipedia.org/wiki/Santuario_della_Madonna_delle_Grazie_(Teramo),http://www.openstreetmap.org/way/122705551,conventual,0,42.65693499,13.7117956,x,x,x,x,x,x,x,x,x,x,x,x,x,,
122705551,Teramo,Santuario Madonna delle Grazie,year,,,conventual,0,,,1100,1200,1465,1475,,,,,,,,,,,
122705551,Teramo,Santuario Madonna delle Grazie,surface,,,conventual,0,,,0,900,0,1000,,,,,,,,,,,
122705551,Teramo,Santuario Madonna delle Grazie,height,,,conventual,0,,,16,16,17,17,,,,,,,,,,,
122705551,Teramo,Santuario Madonna delle Grazie,m3,,,conventual,0,,,,,,,,,,,,,,,,,
122705551,Teramo,Santuario Madonna delle Grazie,guestimate,,,conventual,0,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
241473411,Teramo,Basilica Cattedrale di Santa Maria Assunta e San Berardo,1808.074985,it.wikipedia.org/wiki/Duomo_di_Teramo,http://www.openstreetmap.org/way/241473411,cathedral,,42.65861938,13.70335049,x,x,x,x,x,x,x,x,x,x,x,x,x,,
241473411,Teramo,Basilica Cattedrale di Santa Maria Assunta e San Berardo,year,,,cathedral,,,,1158,1176,1331,1335,,,,,,,,,,,
241473411,Teramo,Basilica Cattedrale di Santa Maria Assunta e San Berardo,surface,,,cathedral,,,,0,900,,900,,,,,,,,,,,
241473411,Teramo,Basilica Cattedrale di Santa Maria Assunta e San Berardo,height,,,cathedral,,,,22,22,22,22,,,,,,,,,,,
241473411,Teramo,Basilica Cattedrale di Santa Maria Assunta e San Berardo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
241473411,Teramo,Basilica Cattedrale di Santa Maria Assunta e San Berardo,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
177505502,Termini Imerese,Duomo San Nicola di Bari,2082.895391,https://it.wikipedia.org/wiki/Duomo_di_San_Nicola_di_Bari_(Termini_Imerese),http://www.openstreetmap.org/way/177505502,parish,,37.98741185,13.6971989,x,x,x,x,x,x,x,x,x,x,x,x,x,,
177505502,Termini Imerese,Duomo San Nicola di Bari,year,,,parish,,,,1080,1120,,,,,,,,,,,,,
177505502,Termini Imerese,Duomo San Nicola di Bari,surface,,,parish,,,,0,1700,,,,,,,,,,,,,
177505502,Termini Imerese,Duomo San Nicola di Bari,height,,,parish,,,,22,22,,,,,,,,,,,,,
177505502,Termini Imerese,Duomo San Nicola di Bari,m3,,,parish,,,,,,,,,,,,,,,,,,
177505502,Termini Imerese,Duomo San Nicola di Bari,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
277230288,Terni,San Francesco,1178.714652,it.wikipedia.org/wiki/Chiesa_di_San_Francesco_(Terni),http://www.openstreetmap.org/way/277230288,conventual,1,42.56458898,12.64585063,x,x,x,x,x,x,x,x,x,x,x,x,x,,
277230288,Terni,San Francesco,year,,,conventual,1,,,1265,1288,,,,,,,,,,,,,
277230288,Terni,San Francesco,surface,,,conventual,1,,,0,1000,,,,,,,,,,,,,
277230288,Terni,San Francesco,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
277230288,Terni,San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
277230288,Terni,San Francesco,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
86257075,Terni,Duomo,1988.7172,it.wikipedia.org/wiki/Duomo_di_Terni,http://www.openstreetmap.org/way/86257075,cathedral,,42.56047915,12.64335881,x,x,x,x,x,x,x,x,x,x,x,x,x,,
86257075,Terni,Duomo,year,,,cathedral,,,,100,200,606,650,800,900,1100,1200,,,,,,,
86257075,Terni,Duomo,surface,,,cathedral,,,,0,1000,0,1200,0,1400,0,1700,,,,,,,
86257075,Terni,Duomo,height,,,cathedral,,,,17,17,18,18,20,20,22,22,,,,,,,
86257075,Terni,Duomo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
86257075,Terni,Duomo,guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
240990108,Terni,Basilica di San Valentino,3657.832097,it.wikipedia.org/wiki/Basilica_di_San_Valentino,http://www.openstreetmap.org/way/240990108,parish,,42.54706199,12.64299091,x,x,x,x,x,x,x,x,x,x,x,x,x,,
240990108,Terni,Basilica di San Valentino,year,,,parish,,,,300,400,625,632,642,648,,,,,,,,,
240990108,Terni,Basilica di San Valentino,surface,,,parish,,,,0,1700,0,2000,,900,,,,,,,,,
240990108,Terni,Basilica di San Valentino,height,,,parish,,,,21,21,27,27,27,27,,,,,,,,,
240990108,Terni,Basilica di San Valentino,m3,,,parish,,,,,,,,,,,,,,,,,,
240990108,Terni,Basilica di San Valentino,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
208138204,Tivoli,Cattedrale di San Lorenzo,1544.033774,it.wikipedia.org/wiki/Duomo_di_Tivoli,http://www.openstreetmap.org/way/208138204,cathedral,,41.96565391,12.79710268,x,x,x,x,x,x,x,x,x,x,x,x,x,,
208138204,Tivoli,Cattedrale di San Lorenzo,year,,,cathedral,,,,470,490,1100,1300,,,,,,,,,,,
208138204,Tivoli,Cattedrale di San Lorenzo,surface,,,cathedral,,,,0,1100,0,1300,,,,,,,,,,,
208138204,Tivoli,Cattedrale di San Lorenzo,height,,,cathedral,,,,18,18,19,19,,,,,,,,,,,
208138204,Tivoli,Cattedrale di San Lorenzo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
208138204,Tivoli,Cattedrale di San Lorenzo,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
196497367,Torino,Chiesa di San Francesco d'Assisi,1065.018332,it.wikipedia.org/wiki/Chiesa_di_San_Francesco_d'Assisi_(Torino),http://www.openstreetmap.org/way/196497367,conventual,1,45.07172979,7.680637033,x,x,x,x,x,x,x,x,x,x,x,x,x,,
196497367,Torino,Chiesa di San Francesco d'Assisi,year,,,conventual,1,,,1200,1214,,,,,,,,,,,,,
196497367,Torino,Chiesa di San Francesco d'Assisi,surface,,,conventual,1,,,0,900,,,,,,,,,,,,,
196497367,Torino,Chiesa di San Francesco d'Assisi,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
196497367,Torino,Chiesa di San Francesco d'Assisi,m3,,,conventual,1,,,,,,,,,,,,,,,,,
196497367,Torino,Chiesa di San Francesco d'Assisi,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
196547885,Torino,Chiesa dei Santi Martiri,1250.886862,it.wikipedia.org/wiki/Chiesa_dei_Santi_Martiri_(Torino),http://www.openstreetmap.org/way/196547885,parish,,45.07279298,7.679536875,x,x,x,x,x,x,x,x,x,x,x,x,x,,
196547885,Torino,Chiesa dei Santi Martiri,year,,,parish,,,,900,1000,,,,,,,,,,,,,
196547885,Torino,Chiesa dei Santi Martiri,surface,,,parish,,,,0,1100,,,,,,,,,,,,,
196547885,Torino,Chiesa dei Santi Martiri,height,,,parish,,,,18,18,,,,,,,,,,,,,
196547885,Torino,Chiesa dei Santi Martiri,m3,,,parish,,,,,,,,,,,,,,,,,,
196547885,Torino,Chiesa dei Santi Martiri,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
208637114,Torino,Chiesa di San Domenico,1256.985101,it.wikipedia.org/wiki/Chiesa_di_San_Domenico_(Torino),http://www.openstreetmap.org/way/208637114,conventual,1,45.07458523,7.681952397,x,x,x,x,x,x,x,x,x,x,x,x,x,,
208637114,Torino,Chiesa di San Domenico,year,,,conventual,1,,,1217,1280,1334,1340,1450,1452,,,,,,,,,
208637114,Torino,Chiesa di San Domenico,surface,,,conventual,1,,,0,950,,100,,50,,,,,,,,,
208637114,Torino,Chiesa di San Domenico,height,,,conventual,1,,,18,18,18,18,18,18,,,,,,,,,
208637114,Torino,Chiesa di San Domenico,m3,,,conventual,1,,,,,,,,,,,,,,,,,
208637114,Torino,Chiesa di San Domenico,guestimate,,,conventual,1,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
319283193,Torino,Santuario della Consolata,1668.146964,it.wikipedia.org/wiki/Santuario_della_Consolata,http://www.openstreetmap.org/way/319283193,parish,,45.07670833,7.679089176,x,x,x,x,x,x,x,x,x,x,x,x,x,,
319283193,Torino,Santuario della Consolata,year,,,parish,,,,400,500,1150,1200,1448,1460,,,,,,,,,
319283193,Torino,Santuario della Consolata,surface,,,parish,,,,0,1200,0,1300,,100,,,,,,,,,
319283193,Torino,Santuario della Consolata,height,,,parish,,,,18,18,20,20,20,20,,,,,,,,,
319283193,Torino,Santuario della Consolata,m3,,,parish,,,,,,,,,,,,,,,,,,
319283193,Torino,Santuario della Consolata,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
110679251,Torino,Cattedrale di San Giovanni Battista,1673.740352,it.wikipedia.org/wiki/Duomo_di_Torino,http://www.openstreetmap.org/way/110679251,cathedral,,45.07333118,7.685426184,x,x,x,x,x,x,x,x,x,x,x,x,x,,
110679251,Torino,Cattedrale di San Giovanni Battista,year,,,cathedral,,,,590,620,1491,1498,,,,,,,,,,,
110679251,Torino,Cattedrale di San Giovanni Battista,surface,,,cathedral,,,,0,1400,0,1600,,,,,,,,,,,
110679251,Torino,Cattedrale di San Giovanni Battista,height,,,cathedral,,,,19,19,21,21,,,,,,,,,,,
110679251,Torino,Cattedrale di San Giovanni Battista,m3,,,cathedral,,,,,,,,,,,,,,,,,,
110679251,Torino,Cattedrale di San Giovanni Battista,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
396377910,Torre Annunziata,Basilica Ave Gratia Plena,1365.147002,it.wikipedia.org/wiki/Basilica_Ave_Gratia_Plena,http://www.openstreetmap.org/way/396377910,parish,,40.75329668,14.45234884,x,x,x,x,x,x,x,x,x,x,x,x,x,,
396377910,Torre Annunziata,Basilica Ave Gratia Plena,year,,,parish,,,,1319,1325,,,,,,,,,,,,,
396377910,Torre Annunziata,Basilica Ave Gratia Plena,surface,,,parish,,,,0,1200,,,,,,,,,,,,,
396377910,Torre Annunziata,Basilica Ave Gratia Plena,height,,,parish,,,,18,18,,,,,,,,,,,,,
396377910,Torre Annunziata,Basilica Ave Gratia Plena,m3,,,parish,,,,,,,,,,,,,,,,,,
396377910,Torre Annunziata,Basilica Ave Gratia Plena,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
315026102,Torre del Greco,Basilica di Santa Croce,2498.875655,it.wikipedia.org/wiki/Basilica_di_Santa_Croce_(Torre_del_Greco),http://www.openstreetmap.org/way/315026102,parish,,40.78715921,14.36864275,x,x,x,x,x,x,x,x,x,x,x,x,x,,
315026102,Torre del Greco,Basilica di Santa Croce,year,,,parish,,,,900,1200,,,,,,,,,,,,,
315026102,Torre del Greco,Basilica di Santa Croce,surface,,,parish,,,,0,500,,,,,,,,,,,,,
315026102,Torre del Greco,Basilica di Santa Croce,height,,,parish,,,,13,13,,,,,,,,,,,,,
315026102,Torre del Greco,Basilica di Santa Croce,m3,,,parish,,,,,,,,,,,,,,,,,,
315026102,Torre del Greco,Basilica di Santa Croce,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
407824982,Trani,Cattedrale di San Nicola Pellegrino,1348.346001,it.wikipedia.org/wiki/Cattedrale_di_Trani,http://www.openstreetmap.org/way/407824982,cathedral,,41.28223537,16.41848388,x,x,x,x,x,x,x,x,x,x,x,x,x,,
407824982,Trani,Cattedrale di San Nicola Pellegrino,year,,,cathedral,,,,400,500,1097,1158,1159,1185,,,,,,,,,
407824982,Trani,Cattedrale di San Nicola Pellegrino,surface,,,cathedral,,,,0,1100,0,700,,600,,,,,,,,,
407824982,Trani,Cattedrale di San Nicola Pellegrino,height,,,cathedral,,,,18,18,19,19,19,19,,,,,,,,,
407824982,Trani,Cattedrale di San Nicola Pellegrino,m3,,,cathedral,,,,,,,,,,,,,,,,,,
407824982,Trani,Cattedrale di San Nicola Pellegrino,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
105140144,Trapani,Chiesa Santa Maria del Gesù,1080.360907,http://www.turismo.trapani.it/it/1508/chiesa-di-s-maria-di-gesu.html,http://www.openstreetmap.org/way/105140144,conventual,1,38.01458689,12.51145241,x,x,x,x,x,x,x,x,x,x,x,x,x,,
105140144,Trapani,Chiesa Santa Maria del Gesù,year,,,conventual,1,,,1220,1250,,,,,,,,,,,,,
105140144,Trapani,Chiesa Santa Maria del Gesù,surface,,,conventual,1,,,0,900,,,,,,,,,,,,,
105140144,Trapani,Chiesa Santa Maria del Gesù,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
105140144,Trapani,Chiesa Santa Maria del Gesù,m3,,,conventual,1,,,,,,,,,,,,,,,,,
105140144,Trapani,Chiesa Santa Maria del Gesù,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
105440790,Trapani,Santuario dell'Annunziata,1421.402511,https://it.wikipedia.org/wiki/Basilica-santuario_di_Maria_Santissima_Annunziata,http://www.openstreetmap.org/way/105440790,conventual,1,38.01908753,12.54189011,x,x,x,x,x,x,x,x,x,x,x,x,x,,
105440790,Trapani,Santuario dell'Annunziata,year,,,conventual,1,,,1315,1332,,,,,,,,,,,,,
105440790,Trapani,Santuario dell'Annunziata,surface,,,conventual,1,,,0,1200,,,,,,,,,,,,,
105440790,Trapani,Santuario dell'Annunziata,height,,,conventual,1,,,18,18,,,,,,,,,,,,,
105440790,Trapani,Santuario dell'Annunziata,m3,,,conventual,1,,,,,,,,,,,,,,,,,
105440790,Trapani,Santuario dell'Annunziata,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
182262306,Trapani,San Pietro,1607.850268,http://guide.travelitalia.com/it/guide/trapani/chiesa-di-san-pietro-trapani/,http://www.openstreetmap.org/way/182262306,parish,,38.01479575,12.51402591,x,x,x,x,x,x,x,x,x,x,x,x,x,,
182262306,Trapani,San Pietro,year,,,parish,,,,400,500,1076,1100,,,,,,,,,,,
182262306,Trapani,San Pietro,surface,,,parish,,,,0,1200,0,1400,,,,,,,,,,,
182262306,Trapani,San Pietro,height,,,parish,,,,18,18,19,19,,,,,,,,,,,
182262306,Trapani,San Pietro,m3,,,parish,,,,,,,,,,,,,,,,,,
182262306,Trapani,San Pietro,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
